adresse;name;bytes;aufrufer;ruft_auf
0x004c9a50;FUN_004c9a50;24;0;0
0x004c9a70;FUN_004c9a70;60;0;0
0x004c9ab0;FUN_004c9ab0;139;1;5
0x004c9b40;FUN_004c9b40;93;23;2
0x004c9ba0;FUN_004c9ba0;67;0;2
0x004c9bf0;FUN_004c9bf0;148;8;3
0x004c9c90;FUN_004c9c90;231;2;4
0x004c9d80;FUN_004c9d80;296;11;7
0x004c9eb0;FUN_004c9eb0;120;5;2
0x004c9f30;FUN_004c9f30;269;10;4
0x004ca040;FUN_004ca040;55;2;2
0x004ca080;FUN_004ca080;55;2;2
0x004ca0c0;FUN_004ca0c0;55;3;2
0x004ca100;FUN_004ca100;45;4;2
0x004ca130;FUN_004ca130;114;5;3
0x004ca1b0;FUN_004ca1b0;135;2;6
0x004ca240;FUN_004ca240;126;12;4
0x004ca2c0;FUN_004ca2c0;3023;23;9
0x004caec0;FUN_004caec0;4284;26;12
0x004cbfa0;FUN_004cbfa0;43;1;1
0x004cbfd0;FUN_004cbfd0;597;10;0
0x004cc230;FUN_004cc230;260;2;0
0x004cc340;FUN_004cc340;74;12;2
0x004cc390;FUN_004cc390;74;6;2
0x004cc3e0;FUN_004cc3e0;45;5;0
0x004cc410;FUN_004cc410;744;2;4
0x004cc720;FUN_004cc720;331;4;1
0x004cc870;FUN_004cc870;45;4;0
0x004cc8a0;FUN_004cc8a0;164;1;2
0x004cc950;FUN_004cc950;45;1;0
0x004cc980;FUN_004cc980;334;8;4
0x004ccad0;FUN_004ccad0;400;10;7
0x004ccc60;FUN_004ccc60;61;1;0
0x004ccd90;FUN_004ccd90;228;1;7
0x004cce80;FUN_004cce80;132;2;3
0x004ccf10;FUN_004ccf10;159;5;1
0x004ccfb0;FUN_004ccfb0;39;0;2
0x004cd030;FUN_004cd030;6;0;0
0x004cd040;FUN_004cd040;37;0;2
0x004cd090;FUN_004cd090;36;0;2
0x004cd0c0;FUN_004cd0c0;6;0;0
0x004cd0d0;FUN_004cd0d0;39;0;2
0x004cd150;FUN_004cd150;6;0;0
0x004cd160;FUN_004cd160;37;0;2
0x004cd1b0;FUN_004cd1b0;36;0;2
0x004cd1e0;FUN_004cd1e0;6;0;0
0x004cd1f0;FUN_004cd1f0;39;0;2
0x004cd270;FUN_004cd270;6;0;0
0x004cd280;FUN_004cd280;37;0;2
0x004cd2d0;FUN_004cd2d0;36;0;2
0x004cd300;FUN_004cd300;6;0;0
0x004cd310;NOD_Message__Allocate_140;130;1;3
0x004cd3a0;FUN_004cd3a0;39;0;2
0x004cd420;FUN_004cd420;6;0;0
0x004cd430;FUN_004cd430;37;0;2
0x004cd480;FUN_004cd480;36;0;2
0x004cd4b0;FUN_004cd4b0;6;0;0
0x004cd4c0;NOD_Message__Allocate_146;130;1;3
0x004cd550;FUN_004cd550;39;0;2
0x004cd5d0;FUN_004cd5d0;6;0;0
0x004cd5e0;FUN_004cd5e0;37;0;2
0x004cd630;FUN_004cd630;36;0;2
0x004cd660;FUN_004cd660;6;0;0
0x004cd670;NOD_Message__Allocate_150;240;1;3
0x004cd760;FUN_004cd760;39;0;2
0x004cd7e0;FUN_004cd7e0;6;0;0
0x004cd7f0;FUN_004cd7f0;37;0;2
0x004cd840;FUN_004cd840;36;0;2
0x004cd870;FUN_004cd870;6;0;0
0x004cd880;FUN_004cd880;39;0;2
0x004cd900;FUN_004cd900;6;0;0
0x004cd910;FUN_004cd910;37;0;2
0x004cd960;FUN_004cd960;36;0;2
0x004cd990;FUN_004cd990;6;0;0
0x004cd9a0;NOD_Message__Allocate_105;130;1;3
0x004cda30;FUN_004cda30;39;0;2
0x004cdab0;FUN_004cdab0;6;0;0
0x004cdac0;FUN_004cdac0;37;0;2
0x004cdb10;FUN_004cdb10;36;0;2
0x004cdb40;FUN_004cdb40;6;0;0
0x004cdb50;NOD_Message__Allocate_106;186;1;3
0x004cdc10;FUN_004cdc10;25;0;0
0x004cdc30;FUN_004cdc30;39;0;2
0x004cdcb0;FUN_004cdcb0;6;0;0
0x004cdcc0;FUN_004cdcc0;37;0;2
0x004cdd10;FUN_004cdd10;36;0;2
0x004cdd40;FUN_004cdd40;6;0;0
0x004cdd50;NOD_Message__Allocate_114;232;1;3
0x004cde40;FUN_004cde40;17;0;0
0x004cde60;FUN_004cde60;1;0;0
0x004cde70;FUN_004cde70;1;0;0
0x004cde80;FUN_004cde80;31;4;0
0x004cdea0;FUN_004cdea0;39;0;2
0x004cdf20;FUN_004cdf20;6;0;0
0x004cdf30;FUN_004cdf30;22;55;1
0x004cdf50;FUN_004cdf50;47;25;1
0x004cdf80;FUN_004cdf80;32;6;0
0x004cdfa0;FUN_004cdfa0;28;11;1
0x004cdfc0;FUN_004cdfc0;25;11;1
0x004cdfe0;FUN_004cdfe0;45;5;0
0x004ce010;FUN_004ce010;31;0;1
0x004ce030;FUN_004ce030;50;21;1
0x004ce070;FUN_004ce070;42;0;2
0x004ce120;FUN_004ce120;6;0;0
0x004ce130;FUN_004ce130;61;34;1
0x004ce170;FUN_004ce170;60;0;2
0x004ce1b0;FUN_004ce1b0;68;21;2
0x004ce200;FUN_004ce200;168;1;1
0x004ce2b0;FUN_004ce2b0;193;2;1
0x004ce380;FUN_004ce380;97;32;1
0x004ce3f0;FUN_004ce3f0;112;3;1
0x004ce460;FUN_004ce460;15;1;0
0x004ce470;FUN_004ce470;9;1;0
0x004ce480;SIM_Path__GetName;54;1;1
0x004ce4c0;FUN_004ce4c0;96;0;1
0x004ce520;NOD_Message__Allocate_88;168;9;3
0x004ce5d0;NOD_Message__Allocate_89;197;17;2
0x004ce6a0;FUN_004ce6a0;39;0;2
0x004ce720;FUN_004ce720;6;0;0
0x004ce730;FUN_004ce730;22;24;1
0x004ce750;FUN_004ce750;47;13;1
0x004ce780;FUN_004ce780;32;2;0
0x004ce7a0;FUN_004ce7a0;4;62;0
0x004ce7b0;FUN_004ce7b0;31;0;1
0x004ce7d0;FUN_004ce7d0;34;31;2
0x004ce800;FUN_004ce800;50;10;1
0x004ce840;VCA_Skin__LoadReferenceFrame;954;1;12
0x004cec00;VCA_Skin__SetMesh;320;1;1
0x004ced40;VCA_Skin__ComputeAnimatedMesh;547;1;7
0x004cef70;FUN_004cef70;98;3;0
0x004cefe0;FUN_004cefe0;78;2;1
0x004cf030;FUN_004cf030;621;1;11
0x004cf2a0;FUN_004cf2a0;100;1;1
0x004cf310;FUN_004cf310;54;1;1
0x004cf350;FUN_004cf350;500;2;14
0x004cf550;FUN_004cf550;486;1;6
0x004cf740;FUN_004cf740;36;3;0
0x004cf770;FUN_004cf770;37;6;0
0x004cf7a0;FUN_004cf7a0;78;1;0
0x004cf7f0;FUN_004cf7f0;37;1;1
0x004cf820;FUN_004cf820;13;1;0
0x004cf830;FUN_004cf830;80;3;3
0x004cf880;FUN_004cf880;178;1;2
0x004cf940;VCA_AnimationController__ActivateAnimation;276;1;4
0x004cfa60;FUN_004cfa60;120;2;1
0x004cfae0;FUN_004cfae0;359;1;0
0x004cfc50;VCA_AnimationController__IsAnimationOver;197;1;1
0x004cfd20;VCA_AnimationController__SetWeightOfChannel;202;2;2
0x004cfdf0;VCA_AnimationController__RemoveAnimationFromChannel;174;1;3
0x004cfea0;FUN_004cfea0;20;1;1
0x004cfec0;FUN_004cfec0;68;1;0
0x004cff10;FUN_004cff10;633;1;4
0x004d0190;FUN_004d0190;577;1;6
0x004d03e0;FUN_004d03e0;318;2;3
0x004d0520;FUN_004d0520;124;1;0
0x004d05a0;FUN_004d05a0;580;2;4
0x004d07f0;FUN_004d07f0;113;1;1
0x004d0870;FUN_004d0870;746;1;2
0x004d0b60;FUN_004d0b60;390;1;1
0x004d0cf0;FUN_004d0cf0;368;2;6
0x004d0e60;VCA_Bone__SetWeightOfBoneChannel_2;458;1;4
0x004d1030;VCA_Bone__RemoveBoneAnimation;105;1;1
0x004d10a0;VCA_Bone__SetWeightOfBoneChannel;92;1;1
0x004d1100;FUN_004d1100;25;4;0
0x004d1120;FUN_004d1120;43;1;0
0x004d1150;FUN_004d1150;72;1;2
0x004d11a0;FUN_004d11a0;25;1;1
0x004d11c0;COS_OBBS_Tree_Cache__AllocateTree;430;4;7
0x004d1370;COS_OBBS_Tree_Cache__AllocateTree_2;325;1;6
0x004d14c0;FUN_004d14c0;57;3;0
0x004d1500;FUN_004d1500;167;4;3
0x004d15b0;FUN_004d15b0;770;2;5
0x004d18c0;FUN_004d18c0;487;8;6
0x004d1ab0;FUN_004d1ab0;570;1;2
0x004d1cf0;FUN_004d1cf0;77;1;0
0x004d1d40;FUN_004d1d40;296;1;5
0x004d1e70;FUN_004d1e70;118;1;1
0x004d1ef0;FUN_004d1ef0;1077;3;4
0x004d2330;FUN_004d2330;23;1;0
0x004d2350;FUN_004d2350;868;1;3
0x004d26c0;FUN_004d26c0;712;1;8
0x004d2990;FUN_004d2990;325;12;2
0x004d2ae0;FUN_004d2ae0;682;1;6
0x004d2d90;FUN_004d2d90;48;6;0
0x004d2dc0;FUN_004d2dc0;73;6;0
0x004d2e10;FUN_004d2e10;97;6;0
0x004d2e80;FUN_004d2e80;688;1;6
0x004d3130;FUN_004d3130;688;1;6
0x004d33e0;FUN_004d33e0;681;1;6
0x004d3690;FUN_004d3690;694;1;6
0x004d3950;FUN_004d3950;694;1;6
0x004d3c10;FUN_004d3c10;671;12;6
0x004d3eb0;FUN_004d3eb0;365;1;1
0x004d4020;FUN_004d4020;421;7;0
0x004d41d0;FUN_004d41d0;127;1;0
0x004d4250;FUN_004d4250;347;1;5
0x004d43b0;FUN_004d43b0;137;1;0
0x004d4440;FUN_004d4440;137;3;0
0x004d44d0;FUN_004d44d0;287;2;2
0x004d45f0;FUN_004d45f0;48;6;1
0x004d4620;FUN_004d4620;334;2;1
0x004d4770;FUN_004d4770;154;1;2
0x004d4810;FUN_004d4810;1174;1;1
0x004d4cb0;FUN_004d4cb0;1461;1;1
0x004d5270;FUN_004d5270;507;1;0
0x004d5470;FUN_004d5470;1348;1;7
0x004d59c0;FUN_004d59c0;57;9;0
0x004d5a00;FUN_004d5a00;126;5;0
0x004d5a80;FUN_004d5a80;6399;6;11
0x004d7380;FUN_004d7380;35;1;0
0x004d73b0;FUN_004d73b0;291;1;0
0x004d74e0;FUN_004d74e0;52;1;0
0x004d7520;FUN_004d7520;389;1;4
0x004d76b0;FUN_004d76b0;437;1;5
0x004d7870;FUN_004d7870;463;2;3
0x004d7a40;FUN_004d7a40;1448;1;2
0x004d7ff0;FUN_004d7ff0;10514;1;10
0x004da920;FUN_004da920;40;1;0
0x004da950;FUN_004da950;878;1;8
0x004dacc0;FUN_004dacc0;35;3;0
0x004dacf0;FUN_004dacf0;625;1;4
0x004daf70;FUN_004daf70;98;1;1
0x004dafe0;FUN_004dafe0;680;1;1
0x004db290;FUN_004db290;995;2;11
0x004db680;FUN_004db680;34;2;0
0x004db6b0;FUN_004db6b0;211;3;1
0x004db790;FUN_004db790;971;2;14
0x004dbb60;FUN_004dbb60;159;2;0
0x004dbc00;FUN_004dbc00;989;2;12
0x004dbfe0;FUN_004dbfe0;102;2;0
0x004dc050;FUN_004dc050;108;1;1
0x004dc0c0;FUN_004dc0c0;656;2;10
0x004dc350;FUN_004dc350;181;1;1
0x004dc410;FUN_004dc410;741;2;6
0x004dc700;FUN_004dc700;44;5;2
0x004dc730;FUN_004dc730;1095;4;3
0x004dcb80;FUN_004dcb80;417;2;11
0x004dcd30;FUN_004dcd30;572;4;5
0x004dcf70;FUN_004dcf70;549;1;5
0x004dd1a0;FUN_004dd1a0;447;2;4
0x004dd360;FUN_004dd360;44;4;1
0x004dd390;FUN_004dd390;52;3;1
0x004dd3d0;FUN_004dd3d0;194;1;1
0x004dd4a0;FUN_004dd4a0;17;1;0
0x004dd4c0;FUN_004dd4c0;473;5;1
0x004dd6a0;FUN_004dd6a0;584;2;4
0x004dd8f0;FUN_004dd8f0;124;5;0
0x004dd970;FUN_004dd970;1115;1;7
0x004dde80;FUN_004dde80;267;1;2
0x004ddf90;FUN_004ddf90;623;1;5
0x004de200;FUN_004de200;654;1;2
0x004de490;FUN_004de490;301;2;1
0x004de5c0;FUN_004de5c0;506;1;3
0x004de7c0;FUN_004de7c0;1610;1;10
0x004dee10;FUN_004dee10;101;1;2
0x004dee80;FUN_004dee80;156;1;2
0x004def20;FUN_004def20;101;1;2
0x004def90;FUN_004def90;101;1;2
0x004df000;FUN_004df000;1839;1;10
0x004df730;FUN_004df730;133;1;1
0x004df7c0;FUN_004df7c0;77;2;1
0x004df810;FUN_004df810;505;3;5
0x004dfa10;FUN_004dfa10;500;1;4
0x004dfc10;FUN_004dfc10;304;2;3
0x004dfd40;FUN_004dfd40;644;2;5
0x004dffd0;FUN_004dffd0;46;1;1
0x004e0000;FUN_004e0000;335;2;3
0x004e0150;FUN_004e0150;134;1;1
0x004e01e0;FUN_004e01e0;160;1;1
0x004e0280;FUN_004e0280;1404;1;10
0x004e0800;FUN_004e0800;987;1;8
0x004e0be0;FUN_004e0be0;2972;2;15
0x004e1780;FUN_004e1780;212;1;1
0x004e1860;FUN_004e1860;565;1;4
0x004e1aa0;FUN_004e1aa0;102;1;1
0x004e1b10;FUN_004e1b10;446;1;1
0x004e1ce0;FUN_004e1ce0;49;1;0
0x004e1d20;FUN_004e1d20;75;1;0
0x004e1d80;FUN_004e1d80;417;1;1
0x004e1f30;VFX_Trail__SetSampling;95;1;1
0x004e1f90;FUN_004e1f90;137;1;0
0x004e2020;FUN_004e2020;635;1;2
0x004e22a0;FUN_004e22a0;199;2;0
0x004e2370;FUN_004e2370;757;1;5
0x004e2670;FUN_004e2670;210;1;1
0x004e2750;FUN_004e2750;764;1;9
0x004e2a50;FUN_004e2a50;874;3;4
0x004e2dc0;FUN_004e2dc0;1913;2;7
0x004e3540;FUN_004e3540;171;1;1
0x004e35f0;FUN_004e35f0;242;1;1
0x004e36f0;FUN_004e36f0;226;1;1
0x004e37e0;FUN_004e37e0;372;2;0
0x004e3960;FUN_004e3960;112;1;0
0x004e39d0;FUN_004e39d0;125;1;2
0x004e3a50;FUN_004e3a50;155;1;0
0x004e3af0;FUN_004e3af0;1185;1;6
0x004e3fa0;FUN_004e3fa0;355;1;4
0x004e4110;FUN_004e4110;81;1;1
0x004e4170;FUN_004e4170;148;1;3
0x004e4210;FUN_004e4210;268;1;2
0x004e4320;FUN_004e4320;119;2;0
0x004e43a0;FUN_004e43a0;660;7;12
0x004e4640;FUN_004e4640;318;9;3
0x004e4780;FUN_004e4780;126;2;2
0x004e4800;FUN_004e4800;255;2;3
0x004e4900;FUN_004e4900;61;8;3
0x004e4940;FUN_004e4940;16;3;0
0x004e4950;FUN_004e4950;27;1;1
0x004e4970;FUN_004e4970;30;1;1
0x004e4990;FUN_004e4990;10;1;0
0x004e49a0;FUN_004e49a0;4;1;0
0x004e49b0;FUN_004e49b0;10;1;0
0x004e49c0;FUN_004e49c0;4;2;0
0x004e49d0;NET_Site__NET_Site;251;2;3
0x004e4ad0;FUN_004e4ad0;99;0;2
0x004e4b40;FUN_004e4b40;79;3;2
0x004e4b90;FUN_004e4b90;49;0;0
0x004e4bd0;FUN_004e4bd0;21;0;0
0x004e4de0;FUN_004e4de0;18;0;1
0x004e4e00;FUN_004e4e00;18;0;1
0x004e4e20;FUN_004e4e20;18;0;1
0x004e4e40;FUN_004e4e40;18;0;1
0x004e4e60;FUN_004e4e60;18;0;1
0x004e4e80;FUN_004e4e80;18;0;1
0x004e4ea0;FUN_004e4ea0;18;0;1
0x004e4ec0;FUN_004e4ec0;18;0;1
0x004e4ee0;FUN_004e4ee0;18;0;1
0x004e4f00;FUN_004e4f00;18;0;1
0x004e4f20;FUN_004e4f20;18;0;1
0x004e4f40;FUN_004e4f40;18;0;1
0x004e4f60;FUN_004e4f60;18;0;1
0x004e4f80;FUN_004e4f80;18;0;1
0x004e4fa0;FUN_004e4fa0;18;0;1
0x004e4fc0;FUN_004e4fc0;18;0;1
0x004e4fe0;FUN_004e4fe0;18;0;1
0x004e5000;FUN_004e5000;18;0;1
0x004e5020;FUN_004e5020;18;0;1
0x004e5040;FUN_004e5040;18;0;1
0x004e5060;FUN_004e5060;18;0;1
0x004e5080;FUN_004e5080;201;1;7
0x004e5150;FUN_004e5150;30;0;2
0x004e5170;FUN_004e5170;428;1;9
0x004e5320;FUN_004e5320;37;1;0
0x004e5350;NET_Server__Host;1120;1;9
0x004e57b0;FUN_004e57b0;48;1;2
0x004e57e0;FUN_004e57e0;277;0;6
0x004e5900;FUN_004e5900;126;0;0
0x004e5980;NET_Server__Receive;448;0;6
0x004e5b60;FUN_004e5b60;420;2;7
0x004e5d10;NET_Server__DisconectRemote;111;1;1
0x004e5d80;FUN_004e5d80;315;2;0
0x004e5ec0;FUN_004e5ec0;367;1;5
0x004e6030;NET_Server__Process_CREATE_PLAYER;411;0;6
0x004e61d0;NET_Server__Process_DESTROY_PLAYER;238;0;3
0x004e62d0;FUN_004e62d0;20;0;0
0x004e62f0;FUN_004e62f0;20;0;0
0x004e6310;NET_Server__Process_RECEIVE_2;171;0;3
0x004e63c0;FUN_004e63c0;73;1;2
0x004e6410;FUN_004e6410;30;0;2
0x004e6430;FUN_004e6430;177;1;4
0x004e64f0;FUN_004e64f0;542;1;6
0x004e6710;FUN_004e6710;92;1;1
0x004e6770;NET_Client__ConnectDirectly;784;2;7
0x004e6a80;NET_Client__StopSessionEnumeration;258;3;3
0x004e6b90;FUN_004e6b90;23;2;0
0x004e6bb0;NET_Client__Send;137;0;1
0x004e6c40;NET_Client__Receive;478;0;6
0x004e6e40;FUN_004e6e40;30;0;0
0x004e6e60;NET_Server__Process_CONNECT_COMPLETE;283;0;3
0x004e6f80;FUN_004e6f80;488;0;5
0x004e7170;NET_Server__Process_RECEIVE;162;0;3
0x004e7220;NET_Server__Process_TERMINATE_SESSION;140;0;3
0x004e72b0;FUN_004e72b0;167;2;3
0x004e7360;FUN_004e7360;66;3;0
0x004e73b0;FUN_004e73b0;257;20;0
0x004e74c0;FUN_004e74c0;31439;20;7
0x004ef010;FUN_004ef010;41;12;0
0x004ef040;FUN_004ef040;1022;14;0
0x004ef440;FUN_004ef440;37;2;0
0x004ef470;FUN_004ef470;145;2;0
0x004ef510;FUN_004ef510;141;2;0
0x004ef5a0;FUN_004ef5a0;220;0;5
0x004ef680;FUN_004ef680;608;1;0
0x004ef8e0;FUN_004ef8e0;908;1;0
0x004efc70;FUN_004efc70;128;2;0
0x004efcf0;FUN_004efcf0;162;3;1
0x004efda0;FUN_004efda0;10;0;0
0x004efdb0;FUN_004efdb0;363;3;0
0x004eff20;FUN_004eff20;1133;1;2
0x004f0390;FUN_004f0390;1605;1;3
0x004f09e0;FUN_004f09e0;174;4;1
0x004f0a90;FUN_004f0a90;175;0;0
0x004f0b40;FUN_004f0b40;499;4;0
0x004f0d40;FUN_004f0d40;363;4;0
0x004f0eb0;FUN_004f0eb0;2941;1;4
0x004f1a30;FUN_004f1a30;651;1;2
0x004f1cc0;FUN_004f1cc0;39;9;0
0x004f1cf0;FUN_004f1cf0;65;1;0
0x004f1d40;FUN_004f1d40;149;4;0
0x004f1de0;FUN_004f1de0;36;1;1
0x004f1e10;FUN_004f1e10;191;1;0
0x004f1ed0;FUN_004f1ed0;90;2;2
0x004f1f30;FUN_004f1f30;139;2;0
0x004f1fc0;FUN_004f1fc0;111;2;0
0x004f2030;FUN_004f2030;162;1;1
0x004f20e0;FUN_004f20e0;245;1;0
0x004f21e0;FUN_004f21e0;193;1;1
0x004f22b0;FUN_004f22b0;631;1;6
0x004f2530;FUN_004f2530;256;1;3
0x004f2630;FUN_004f2630;1046;1;15
0x004f2a50;FUN_004f2a50;25;110;0
0x004f2a70;FUN_004f2a70;134;20;1
0x004f2b00;FUN_004f2b00;61;8;1
0x004f2b40;FUN_004f2b40;69;19;1
0x004f2b90;FUN_004f2b90;62;2;1
0x004f2bd0;FUN_004f2bd0;1219;1;13
0x004f30a0;FUN_004f30a0;154;2;0
0x004f3140;FUN_004f3140;972;1;10
0x004f3510;CRect;32;6;0
0x004f3530;FUN_004f3530;700;1;8
0x004f37f0;FUN_004f37f0;654;1;6
0x004f3a80;FUN_004f3a80;1003;1;14
0x004f3e70;FUN_004f3e70;810;1;1
0x004f41a0;FUN_004f41a0;1504;1;1
0x004f4780;FUN_004f4780;403;1;7
0x004f4920;FUN_004f4920;26;4;1
0x004f4940;FUN_004f4940;164;4;1
0x004f49f0;FUN_004f49f0;159;1;4
0x004f4a90;FUN_004f4a90;89;7;0
0x004f4af0;FUN_004f4af0;1190;2;27
0x004f4fa0;FUN_004f4fa0;153;11;1
0x004f5040;FUN_004f5040;98;9;1
0x004f50b0;FUN_004f50b0;129;6;1
0x004f5140;FUN_004f5140;157;9;1
0x004f51e0;FUN_004f51e0;71;6;1
0x004f5230;FUN_004f5230;1182;2;27
0x004f56d0;FUN_004f56d0;987;1;20
0x004f5ab0;FUN_004f5ab0;48;4;1
0x004f5ae0;FUN_004f5ae0;335;2;5
0x004f5c30;FUN_004f5c30;1331;1;29
0x004f6170;FUN_004f6170;93;2;0
0x004f61d0;FUN_004f61d0;1319;1;29
0x004f6700;FUN_004f6700;105;1;1
0x004f6770;FUN_004f6770;80;1;1
0x004f67c0;REP_Hud_VS__RenderStatic_EOA_2;441;1;5
0x004f69b0;REP_Hud_VS__RenderStatic_EOA;448;1;5
0x004f6ba0;FUN_004f6ba0;139;1;4
0x004f6c30;FUN_004f6c30;139;1;4
0x004f6cc0;FUN_004f6cc0;139;1;4
0x004f6d50;FUN_004f6d50;282;1;2
0x004f6e70;FUN_004f6e70;214;1;2
0x004f6f50;FUN_004f6f50;166;4;4
0x004f7000;FUN_004f7000;415;2;8
0x004f71a0;FUN_004f71a0;305;2;6
0x004f72e0;FUN_004f72e0;167;4;4
0x004f7390;FUN_004f7390;167;2;4
0x004f7440;FUN_004f7440;140;3;4
0x004f74d0;FUN_004f74d0;140;4;4
0x004f7560;FUN_004f7560;222;2;5
0x004f7640;FUN_004f7640;233;1;5
0x004f7730;FUN_004f7730;505;1;5
0x004f7930;FUN_004f7930;538;1;5
0x004f7b50;FUN_004f7b50;437;1;7
0x004f7d10;FUN_004f7d10;505;1;5
0x004f7f10;FUN_004f7f10;18;1;1
0x004f7f30;FUN_004f7f30;15;1;1
0x004f7f40;FUN_004f7f40;166;1;4
0x004f7ff0;FUN_004f7ff0;62;1;2
0x004f8030;FUN_004f8030;49;1;2
0x004f8070;FUN_004f8070;166;1;4
0x004f8120;FUN_004f8120;195;1;4
0x004f81f0;FUN_004f81f0;281;1;6
0x004f8310;FUN_004f8310;166;1;0
0x004f83c0;FUN_004f83c0;30;5;0
0x004f83e0;FUN_004f83e0;419;1;5
0x004f8590;FUN_004f8590;18;1;1
0x004f85b0;FUN_004f85b0;140;1;4
0x004f8640;FUN_004f8640;302;1;1
0x004f8770;FUN_004f8770;229;1;1
0x004f8860;FUN_004f8860;270;1;5
0x004f8990;FUN_004f8990;271;1;5
0x004f8ac0;FUN_004f8ac0;140;1;4
0x004f8b50;FUN_004f8b50;176;1;4
0x004f8c00;FUN_004f8c00;140;1;4
0x004f8c90;FUN_004f8c90;167;1;4
0x004f8d40;FUN_004f8d40;177;1;4
0x004f8e00;FUN_004f8e00;402;1;1
0x004f8fa0;FUN_004f8fa0;304;3;1
0x004f90d0;FUN_004f90d0;276;2;5
0x004f9200;FUN_004f9200;181;4;4
0x004f92c0;FUN_004f92c0;249;4;5
0x004f93d0;FUN_004f93d0;145;4;4
0x004f9470;FUN_004f9470;172;4;4
0x004f9520;FUN_004f9520;172;1;4
0x004f95d0;FUN_004f95d0;302;2;5
0x004f9720;FUN_004f9720;18;1;1
0x004f9740;FUN_004f9740;166;1;4
0x004f97f0;FUN_004f97f0;122;1;1
0x004f9870;FUN_004f9870;90;15;0
0x004f98d0;FUN_004f98d0;149;1;4
0x004f9970;FUN_004f9970;167;1;4
0x004f9a20;FUN_004f9a20;140;1;4
0x004f9ab0;FUN_004f9ab0;122;1;1
0x004f9b30;FUN_004f9b30;94;2;1
0x004f9b90;FUN_004f9b90;148;1;4
0x004f9c30;FUN_004f9c30;139;1;4
0x004f9cc0;FUN_004f9cc0;176;1;4
0x004f9d70;FUN_004f9d70;149;1;4
0x004f9e10;FUN_004f9e10;176;1;4
0x004f9ec0;FUN_004f9ec0;140;1;4
0x004f9f50;FUN_004f9f50;140;1;4
0x004f9fe0;FUN_004f9fe0;132;1;4
0x004fa070;FUN_004fa070;756;1;0
0x004fa370;FUN_004fa370;345;3;0
0x004fa4d0;FUN_004fa4d0;726;1;9
0x004fa7b0;REM_FogLayer_Density__LoadDensityFile;533;1;13
0x004fa9d0;FUN_004fa9d0;644;1;18
0x004fac60;FUN_004fac60;63;6;1
0x004faca0;FUN_004faca0;1433;1;8
0x004fb240;FUN_004fb240;1438;1;34
0x004fb7e0;FUN_004fb7e0;33;1;0
0x004fb810;FUN_004fb810;128;2;1
0x004fb890;FUN_004fb890;66;2;1
0x004fb8e0;FUN_004fb8e0;638;2;14
0x004fbb60;FUN_004fbb60;568;1;6
0x004fbda0;FUN_004fbda0;106;1;4
0x004fbe10;FUN_004fbe10;452;1;6
0x004fbfe0;FUN_004fbfe0;1186;1;20
0x004fc490;FUN_004fc490;348;4;3
0x004fc5f0;FUN_004fc5f0;838;1;18
0x004fc940;FUN_004fc940;2269;1;23
0x004fd220;FUN_004fd220;280;1;1
0x004fd340;FUN_004fd340;146;1;2
0x004fd3e0;FUN_004fd3e0;233;1;2
0x004fd4d0;FUN_004fd4d0;123;1;4
0x004fd550;FUN_004fd550;1027;1;19
0x004fd960;REP_TerrainPrelit__CreateAndUploadSelectors;3602;1;14
0x004fe780;FUN_004fe780;737;1;6
0x004fea70;FUN_004fea70;503;1;2
0x004fec70;FUN_004fec70;286;1;1
0x004fed90;FUN_004fed90;948;2;17
0x004ff150;FUN_004ff150;63;1;1
0x004ff190;FUN_004ff190;101;1;1
0x004ff200;FUN_004ff200;170;1;3
0x004ff2b0;FUN_004ff2b0;483;1;4
0x004ff4a0;FUN_004ff4a0;340;3;3
0x004ff600;FUN_004ff600;350;1;5
0x004ff760;FUN_004ff760;355;3;2
0x004ff8d0;FUN_004ff8d0;436;1;5
0x004ffa90;FUN_004ffa90;186;9;1
0x004ffb50;FUN_004ffb50;198;1;2
0x004ffc20;FUN_004ffc20;18;2;1
0x004ffc40;FUN_004ffc40;262;2;4
0x004ffd50;FUN_004ffd50;629;2;4
0x004fffd0;FUN_004fffd0;60;4;1
0x00500010;FUN_00500010;60;4;1
0x00500050;FUN_00500050;218;68;2
0x00500130;FUN_00500130;179;162;2
0x005001f0;FUN_005001f0;188;162;2
0x005002b0;FUN_005002b0;373;16;4
0x00500430;FUN_00500430;292;1;2
0x00500560;FUN_00500560;148;2;0
0x00500600;FUN_00500600;2203;1;0
0x00500ea0;FUN_00500ea0;2150;1;0
0x00501710;FUN_00501710;135;2;1
0x005017a0;MRT_TileData__CreateTriangulation;1256;2;3
0x00501ca0;FUN_00501ca0;22;1;1
0x00501cc0;FUN_00501cc0;3082;2;4
0x005028d0;FUN_005028d0;705;1;1
0x00502ba0;FUN_00502ba0;233;1;3
0x00502c90;FUN_00502c90;244;2;4
0x00502d90;FUN_00502d90;101;2;2
0x00502e00;FUN_00502e00;300;1;0
0x00502f30;MRT_Terrain__LoadTerrain;2076;1;23
0x00503750;FUN_00503750;126;1;0
0x005037d0;FUN_005037d0;240;1;0
0x005038c0;FUN_005038c0;126;1;0
0x00503940;FUN_00503940;285;1;2
0x00503a60;FUN_00503a60;2733;1;4
0x00504510;FUN_00504510;228;1;3
0x00504600;FUN_00504600;63;1;0
0x00504640;FUN_00504640;120;1;1
